FCD-tree_records-tree_time,FCD-tree_records-species,FCD-tree_records-tree_photo,FCD-tree_records-dbh,FCD-tree_records-height,FCD-tree_records-notes,FCD-tree_records-bark_photo,FCD-tree_records-leaves_photo,FCD-tree_records-fruit_flower_seed_photo,FCD-tree_records-root_photo,FCD-tree_records-gps_photo,FCD-tree_records-tree_coords,FCD-tree_records-tree_coords-altitude,FCD-tree_records-tree_coords-accuracy,PARENT_KEY,KEY
03/11/22 08:28,Avicennia alba,https://drive.google.com/open?id=1gfpZuh7yftfKqHdW948gjABKHXOU4SDg,16.3,9, ,https://drive.google.com/open?id=1JeykbRlJNTxe5H3LI2nMpZCJ7sM6yEWC,https://drive.google.com/open?id=1XLf7BBt8TqFJKIm7nvAQD3rhCYoKtjCK, , ,https://drive.google.com/open?id=1FHtJZQPLyJBvOupzIozhk9jUanw36h78,"8.91973, 126.3038", ,3,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[21]
03/11/22 08:29,Rhizophora apiculata,https://drive.google.com/open?id=1P3NNuqLWH-zrPerMXWiWAlbWlakDLyEx,30,6, ,https://drive.google.com/open?id=1ByOU9EXlholOpGlZt_TCtD6n3I8854-q,https://drive.google.com/open?id=1a0ktw0IbwmDfHEuO5heykQreBz9oeQuQ, ,https://drive.google.com/open?id=1hApBCy1Q9wArRJUoJR4JpwFBy6LPBnO_,https://drive.google.com/open?id=1tSfeWisqBbBsxhm03l04tQNamjNBzaHo,"8.9188, 126.30508",13,4,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e/tree_records[24]
03/11/22 08:29,Xylocarpus granatum,https://drive.google.com/open?id=1GAbhY9A7AJChczP-jvTNJyZrSLxQcS8F,89.6,10, ,https://drive.google.com/open?id=18l5lsVb2olWaxtHWOq7fEleOWuv-0w6Q,https://drive.google.com/open?id=1ibN3HUrVu2QKEpj1epZh6baDpORCM9lL, ,https://drive.google.com/open?id=1yQcS_0g2k80inhBZuvj54pZLQanFKF5H,https://drive.google.com/open?id=1xmzyUia4_BdCCD_MlBiKEzIq33PVHtkp,"8.91969, 126.30383", ,3,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[22]
03/11/22 08:31,Bruguiera gymnorhiza,https://drive.google.com/open?id=172rJUeTFHi8CvH5htKB1y4u0QZekAVk2,29.3,6, ,https://drive.google.com/open?id=1rP8TVcerRVQZsDQBVgfm52m_tNcHkKQJ,https://drive.google.com/open?id=1zZTJOkYfP0yPOyJWP1Z0zFfpoBJfrTIy,https://drive.google.com/open?id=1TAfphZqqtutENmLRH-Foh8F4E-_u8mv9, ,https://drive.google.com/open?id=1RARceE9hk2neIntdTMKFgWDJRT8ABYrK,"8.91904, 126.30525", ,3,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853/tree_records[24]
03/11/22 08:32,Avicennia alba,https://drive.google.com/open?id=1ndkWRYuVWaMHhR_xF5r5_kRdKU6qTqhG,16.3,9, ,https://drive.google.com/open?id=1lIQKTQP7WzMKXmbiU9lOuCNoOi1P5z6b,https://drive.google.com/open?id=1tz49196XH67Uc-LbXi0Tg8eEYMjjuEz7, ,https://drive.google.com/open?id=19-1h5mXlBRyzPVcLciFfJNLdXre4sE1v,https://drive.google.com/open?id=1oTVpTzVatMxMPGueJhtXTiMzLQZPzpJW,"8.91971, 126.30381", ,4,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[23]
03/11/22 08:32,Avicennia officinalis,https://drive.google.com/open?id=1dntyUZ319UNjLuPKAi2xLPxFS_P-jbti,29,6, ,https://drive.google.com/open?id=1U5lF5yx9KAlwklMYzLcyeltNMp9kPm_B,https://drive.google.com/open?id=1PJOzLBSw3X-RPOQrcS78V85FOS1M9Ps-, , ,https://drive.google.com/open?id=1vjwfBiLEfzPKxZ0a8rt_z1aVTefdaxud,"8.9188, 126.30505",13,4,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e/tree_records[25]
03/11/22 08:33,Bruguiera gymnorhiza,https://drive.google.com/open?id=1o-uCpEZN_YWDqxpk2FOeHSIXJtcBaS7O,29.8,7.5, ,https://drive.google.com/open?id=1Zl2eyjAoBti5pznsUzv8YruS2INZG5ho,https://drive.google.com/open?id=1cxCTgYxz4sXQ5VREY0LcsAOYWOqf_jFr, , ,https://drive.google.com/open?id=1otL9YDFPRkxg_jrcTTI97yMnE3UBJPQc,"8.91902, 126.3054", ,3,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853/tree_records[25]
03/11/22 08:35,Sonneratia alba,https://drive.google.com/open?id=18_JWhKrP4rpXlLZ055-sU6n9ZohMaKig,18.3,7, ,https://drive.google.com/open?id=1zu6ZDMW2hSgl25W7javI-ncbTtvk-pny,https://drive.google.com/open?id=1hYnrYhit6UqIypUEjkRRRkPmN61zepIq, ,https://drive.google.com/open?id=1dNetkCiQTnLbW83xIMuaXCaOZO9bnHYi,https://drive.google.com/open?id=1CFXGVB-1LixvtcHt0IrNPj11lXSZLcD-,"8.9188, 126.305",12,3,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e/tree_records[26]
03/11/22 08:35,Xylocarpus granatum,https://drive.google.com/open?id=1mn07bMNQCbeNlaNoLl7uQYrDUhAC_-Bp,43.8,8, ,https://drive.google.com/open?id=1WIIZXMafNzYVCEo3w337O4ZfXiOPp1aZ,https://drive.google.com/open?id=1oCAY1uwgRcPKpyXabVloPl6vF3IUeM6t, ,https://drive.google.com/open?id=13HqMmpYRTh8Me9ADWxRP8eaJlNBdc1Ys,https://drive.google.com/open?id=1WVBvU77BSphixGiK7uQbN9eXMZGe6n6H,"8.91981, 126.30386", ,4,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[24]
03/11/22 08:38,Avicennia officinalis,https://drive.google.com/open?id=1ouuiU4BpqSkKkPdIXlwZpTR_vrkK-6rW,45.9,6.5, ,https://drive.google.com/open?id=1ABaW7zPk0Qp9gnVuSHz0EyBHA9hQgivg,https://drive.google.com/open?id=1r_xR2NsZuY0-1U09JB2md2srxzgkIgYW, , ,https://drive.google.com/open?id=1YppRwmXBLMs5WsG6-ZVxy4sjq_0NKlSV,"8.91879, 126.30499",13,4,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e/tree_records[27]
03/11/22 08:39,Xylocarpus granatum,https://drive.google.com/open?id=1_ol5YHfVZvYsO-_7TxlOkehPG-Xhj8KN,65.3,8, ,https://drive.google.com/open?id=12qGDR4aJOZM7t-IJOXT4WaP4E5M2-jle,https://drive.google.com/open?id=1NsD2pSFLexFuP-ANUYw3wYRBnKJz_B10, , ,https://drive.google.com/open?id=19-VzNw7v88rZQTMIwnaMP_qlDxMB1uoB,"8.91903, 126.3054", ,3,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853/tree_records[26]
03/11/22 08:40,Avicennia alba,https://drive.google.com/open?id=1DrELjFdgnIAgatkdqYWOaTtXBsacHeJA,39.5,9, ,https://drive.google.com/open?id=15sZXfB2En4v1Ric1XWqMrpXTuP6D0V0a,https://drive.google.com/open?id=1_bczbSvX5V8vEidomRe_jdlpxAWxNoRm, , ,https://drive.google.com/open?id=1-HBpRguKXtNt26-uzZ7l-ZZdZ-qjxH7f,"8.91985, 126.30386", ,4,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[25]
03/11/22 08:41,Bruguiera gymnorhiza,https://drive.google.com/open?id=1CFuBZMwuDXZV0CNEA6WGHV0in8_EtexO,20.3,9, ,https://drive.google.com/open?id=1K9h3a38Q3SdFVco-ivTX7I0Po578xvJV,https://drive.google.com/open?id=1mrMuVbovoXHrB_exybxRFmNmUmATU7PW, , ,https://drive.google.com/open?id=1-5oyINE-Nk7TpMR0eyhpb5TeYH-1yMPb,"8.91904, 126.30539", ,5,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853/tree_records[27]
03/11/22 08:41,Avicennia officinalis,https://drive.google.com/open?id=1qMS1b5yUlS0HqO_URMVhSLF4wmJBPF2z,51,6.5, ,https://drive.google.com/open?id=1c-vB9ZsjjYSP7IC-E8jfdnz69ujUFZQ1,https://drive.google.com/open?id=1t0uUZVN0oUnuofkvAKW5L55O6Njiuoox, , ,https://drive.google.com/open?id=1-ouB7Fl5SLyr4Jm8J0fA7Un-9jXy9yr7,"8.91882, 126.30501",16,6,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e/tree_records[28]
03/11/22 08:43,Rhizophora apiculata,https://drive.google.com/open?id=1T3nLqfMjHqncO72OlYCw_pfYBGkN9SfJ,18,10, ,https://drive.google.com/open?id=1Dg0I4wLjUZzOGoDyDyTr76dzpcam4Oue,https://drive.google.com/open?id=1HR0lCi0Z5GcqXB6ZfJwgIzg1ghULmH1d, ,https://drive.google.com/open?id=1327Hl5MxTR2L66Dw2AzDa-VNPgiL-vi2,https://drive.google.com/open?id=13Qgbdexbygn6BYOGyQc_UbYwgeGc9BLP,"8.91901, 126.30538", ,6,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853/tree_records[28]
03/11/22 08:43,Sonneratia alba,https://drive.google.com/open?id=1I0_9zZlyABKs_lRTPztC78Zb9OVyx14R,51,6.5, ,https://drive.google.com/open?id=1rrVhUEBnPQWN9ipiu5zquWiUBR6gGjUu,https://drive.google.com/open?id=1vnJSjSogENEmRNW0aNQHZnXGSg360s5k,https://drive.google.com/open?id=1VAJI82W6f4rkRBnsjKk_VZOfmmlArGJD,https://drive.google.com/open?id=1j00ze1yHN-T0Y3Ujc7yufSv4h_hIyNZL,https://drive.google.com/open?id=1BAykiQ0aXkUxDH-uRioiH7Oo-iyNONso,"8.9199, 126.30386", ,3,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[26]
03/11/22 08:44,Aegiceras corniculatum,https://drive.google.com/open?id=10BjOhp9o-vwpM0dy7OqkHKib4wr69OU3,40,4, ,https://drive.google.com/open?id=1gWt4keYmae8LQVUQZh7LWaQU_DKkvCpy,https://drive.google.com/open?id=19phdvkMHA4X7o-vML6IFVmDKJ4v0DSWK, , ,https://drive.google.com/open?id=1lg9_nAUoMqFnO4Ml4gsyTYQdzpTGIcGy,"8.91879, 126.305",12,5,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e/tree_records[29]
03/11/22 08:46,Avicennia sp.,https://drive.google.com/open?id=1SPknD7BvOQuCEPaJmyZvTVSx9ftUJbIk,15.5,10, ,https://drive.google.com/open?id=1SqHZjeYH7qP6ks0QR0g8ScqjQpYSuJkg,https://drive.google.com/open?id=1_1w1AZ5z2t58SmmA9nGwX5WNlzVQ8w5k, , ,https://drive.google.com/open?id=15UxJvkV41v9JPaAV6SHN3T7tFpFX7flm,"8.91903, 126.30544", ,4,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853/tree_records[29]
03/11/22 08:46,Aegiceras corniculatum,https://drive.google.com/open?id=1CYRzpUo0Cyz3dcS0eF56q1fsNt7XWNM6,25,4, ,https://drive.google.com/open?id=1WFnaktgiRsvvQD8bV7Qe7qkuZ6OLwm08,https://drive.google.com/open?id=1zI_hnGlnhMT0GMmzGBHbN_TvW467_gEd, , ,https://drive.google.com/open?id=1Ydl9uLYkhgpwtSFMzqX-MI9GMPSYuG3h,"8.91872, 126.30502",10,6,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e,uuid:94cbf9f2-d271-4d87-995c-1ba6ba95111e/tree_records[30]
03/11/22 08:47,Bruguiera gymnorhiza,https://drive.google.com/open?id=1pGrXUOvmAVFEqI_Ip2bFyJzeqzMAeKxC,49.2,8, ,https://drive.google.com/open?id=1mvuyJdVcRGK19X-auDDDut5DpskupU92,https://drive.google.com/open?id=1lzmhAWxLsvkC1VoE-me5C_1bR_JkXhyk, , ,https://drive.google.com/open?id=1RYcnZ-ypyrWcwSVG2G4pk4eVGYXPdUHN,"8.91982, 126.30382", ,4,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[27]
03/11/22 08:48,Bruguiera gymnorhiza,https://drive.google.com/open?id=1Cuk4wcXGffe5EDTmp5_wYZD7D9k2AUBP,62.6,7, ,https://drive.google.com/open?id=1HiMcm8sGSxkLPNMXNTlnfjK7u8a_YcTo,https://drive.google.com/open?id=1lcqN9cwIrcF6RQ5N10z1lss9BXmbuWb0, ,https://drive.google.com/open?id=1nGawStD7xoyAZqO6V9j1bm2_HX5mKvb1,https://drive.google.com/open?id=1VEejsmcpFXoTq2O3NA078152Z37VkJiL,"8.91897, 126.30546", ,5,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853,uuid:1134b9c3-1274-42d9-bb11-7a6f596e2853/tree_records[30]
03/11/22 08:51,Rhizophora apiculata,https://drive.google.com/open?id=1_MXViZEJhuMxhBUgPoIJSRLau2CCuJWP,72.5,7, ,https://drive.google.com/open?id=1FpzExzyUOTY-MjVRzyre-5b0NpNnXJOj,https://drive.google.com/open?id=1YvcL_hzbJJ-CAtNVTJ2lsD1WHDVUF4xf, ,https://drive.google.com/open?id=19dA-kraGajq1YFNmKpMo2vYsK951fcE0,https://drive.google.com/open?id=1Y1-pQ4wYg0oikTKlaazzzn3Tf83cg-g7,"8.91981, 126.30381", ,5,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[28]
03/11/22 08:54,Avicennia alba,https://drive.google.com/open?id=1ty-8wxvX7G0hHz-Pyez5z5KA9SrrgpWb,27.9,9, ,https://drive.google.com/open?id=1uCuCkLdvVTpavDVfxRbRBIsfbxqNzIZR,https://drive.google.com/open?id=1SrChhB2YgdzOjG5oIxaTqFeg8P3kVcLI, ,https://drive.google.com/open?id=1aiI_vkF8YTWGPUMktwrXC4p2ovBzyL8O,https://drive.google.com/open?id=1levhvr3x3cYw2nu1T1tW0B04lhHmIabd,"8.91978, 126.30376", ,5,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[29]
03/11/22 08:58,Bruguiera gymnorhiza,https://drive.google.com/open?id=1Nbj7kNMBxNvr0kK7sk3X9nOHM6eeQLc0,39.8,7.5, ,https://drive.google.com/open?id=11pTwy9-BAxs3gxVWB2qrQ2TdPpD2EvU7,https://drive.google.com/open?id=1vQCz2fMnDPKKZ_LlFmjjaUKlCCO0N9gs, ,https://drive.google.com/open?id=1cXpXsYXeheq-O-27Mh6rtzI0GfshSzVd,https://drive.google.com/open?id=1uLtr-c7vn0au0tBvBdu2RXrZzxWY9wpC,"8.91977, 126.30371", ,3,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[30]
03/11/22 09:02,Rhizophora apiculata,https://drive.google.com/open?id=18qj7p4LOH2221ClEXEVe8jIVVBO9wsJc,47.4,9, ,https://drive.google.com/open?id=1-82xjn5a80k-qucuXocRKsZqsQ8tXQGU,https://drive.google.com/open?id=1JdibwHgyEdfDaoj6VYfPSnz6GKaWzJG0, , ,https://drive.google.com/open?id=18cgI6Re_xP_GVG2ZP4TrEQ6PRYfIYJPD,"8.91978, 126.3036", ,4,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[31]
03/11/22 09:05,Avicennia alba,https://drive.google.com/open?id=1BRi-2LEjNxyGNVrBtu8sedaeJW6ZRMmr,32.6,8.5, ,https://drive.google.com/open?id=1zgBx5j7LI6hVI68ECbzWWgq-FYWl5U4Z,https://drive.google.com/open?id=1MHJVFNZYv_3PzMLtJqMtVj2mZdKx1-12, , ,https://drive.google.com/open?id=16B7txLYDGs2w_NXIWdDpGpibZn7jv6J5,"8.91975, 126.30367", ,4,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9,uuid:4d2f7c39-8a6c-4a18-b569-de9a4b7c49d9/tree_records[32]
25/01/23 15:10,Xylocarpus granatum,https://drive.google.com/open?id=1J1_c-eZgzr8XsOiA2ig6URkyOaoPn1Da,28.96619964,6, ,https://drive.google.com/open?id=1Vw5PcWzQIYUdMozR8aNn91cXK6KwZtCI,https://drive.google.com/open?id=1wWOunhdxol8bc7tselYB3Tv84NrUTo8K, ,https://drive.google.com/open?id=1NQg9V7_coUn4C0R47qhgrehcV7RTYzLl,https://drive.google.com/open?id=1Vst8ZQpGwqGJdZ0TaXCCms6vr5DFyCT4,"8.92385, 126.307050", ,5.6,uuid:37d1de5c-7c7b-4498-b706-ace4b6037666,uuid:37d1de5c-7c7b-4498-b706-ace4b6037666/tree_records[1]
25/01/23 15:12,Lumnitzera sp.,https://drive.google.com/open?id=1OxLqUSzRs_EYJ29vEXtbQ7Sv4b9-c6c1,15.91549431,5.6, ,https://drive.google.com/open?id=1hEAqx-ApMtpKAT1EhWf6a28lHL6H1_UG,https://drive.google.com/open?id=1lPGbkmpbwBopQwkJ2vIgK-csFCY_jrhX,https://drive.google.com/open?id=1IN2aeB94XusoOe_6G5CYKMg1piEh2qzi,https://drive.google.com/open?id=1vslkf_AZz-I5iDyN3fcIppHKoB41JBDN,https://drive.google.com/open?id=1JGujG74m6zhHwanF7I44HM-uYhUn0_vt,"8.92373, 126.30641", ,4.6,uuid:9178adea-9747-49c9-9b63-6ae09dea2726,uuid:9178adea-9747-49c9-9b63-6ae09dea2726/tree_records[1]
25/01/23 15:12,Xylocarpus granatum,https://drive.google.com/open?id=1IiHNpvUE1GE4P2oGHbX2fGAbX6kmc3zs,83.07888029,6.4, ,https://drive.google.com/open?id=1ZqqmcCkSTOfUHS2wG7NQGlDZHhAl0gj5,https://drive.google.com/open?id=1pffc9dYcJIHTnLdTN7rkELRNMMYKkn-S, , ,https://drive.google.com/open?id=1PepPMtFiTVo6qZFenUPXNxFkOF6NTAJ-,"8.92368, 126.30631", ,5.5,uuid:9aa47d36-5adc-413a-b67f-438d4880d8ef,uuid:9aa47d36-5adc-413a-b67f-438d4880d8ef/tree_records[1]
25/01/23 15:13,Xylocarpus granatum,https://drive.google.com/open?id=1ovu7AjCUL69D32ps6QkF2MVkVV5RE80n,21.64507226,5, ,https://drive.google.com/open?id=1h_wBNCaBbuKpmsmFVKl9VhRh9ZG4bdsO,https://drive.google.com/open?id=1fmWDusWfCRzDfGYQpJrbzZtOlYnfo4yG, ,https://drive.google.com/open?id=1u_hMkhg9-YhSzZ6bCiVfGZgCElffzvCj,https://drive.google.com/open?id=17G6yBJGXXCVW5-4xEf5luKHJ_mjF_QlC,"8.92382, 126.30671", ,3.8,uuid:374b53f4-5352-43c5-ab45-00ddd1ce3292,uuid:374b53f4-5352-43c5-ab45-00ddd1ce3292/tree_records[1]
25/01/23 15:13,Xylocarpus sp.,https://drive.google.com/open?id=1h5lZJfjdssmmwJb4sNbgYjl0VbIQt7Jf,44.56338407,4.5, ,https://drive.google.com/open?id=1A4_YV5xTysXk8ZLngx42tmYS42J8Y9IM,https://drive.google.com/open?id=1wr-mMNO5JqR_YlYPluF5OhAsgIrXZQ-Q, ,https://drive.google.com/open?id=1bv-ysutILtirgfOUyeTlVbOMkmMYM5gH,https://drive.google.com/open?id=18rG03uCRfxHoR3UXP2Gd7WUci5U9_o5Z,"8.9237101, 126.30704", ,2.4,uuid:de45f3e1-6315-499c-a46b-6042924b4346,uuid:de45f3e1-6315-499c-a46b-6042924b4346/tree_records[1]
25/01/23 15:15,Lumnitzera sp.,https://drive.google.com/open?id=1qGW6xlGyugIFzA3d5nKwO4ZTP_hzonB7,135.9183214,2.24, ,https://drive.google.com/open?id=1d2cWgd5SOyfwCywVRkwkTXbmNDlwKM9Z,https://drive.google.com/open?id=1mSua16gvHDp6TIQdMMvV8Kg9WH8HqNUR, ,https://drive.google.com/open?id=1N59l1wzvIqxAgWv9w8R6HJ2bkixV_n4_,https://drive.google.com/open?id=14iSwYzOoFaxtQz0ZjLMbeCVYURoyWLti,"8.92387, 126.306855", ,4.9,uuid:f0b2a0af-d601-4f34-ac12-2fbaf4d9db7b,uuid:f0b2a0af-d601-4f34-ac12-2fbaf4d9db7b/tree_records[1]
25/01/23 15:16,Lumnitzera sp.,https://drive.google.com/open?id=16K67KyC_ah-Gied_vTYIiTa9boM6uhcT,33.10422816,7, ,https://drive.google.com/open?id=1gD0l0WPwAu0M7i8nPQGIflO71RrI7If9,https://drive.google.com/open?id=1XjAdY07qHj6kToNLEtzx5ByBHNEze_wC, , ,https://drive.google.com/open?id=1VESenB5riac3GAR9qbJDjMn6e6tvX9dV,"8.92378, 126.30657", ,4.3,uuid:85909c3b-c3a0-49b7-8650-9abad0e95da9,uuid:85909c3b-c3a0-49b7-8650-9abad0e95da9/tree_records[1]
25/01/23 15:20,Xylocarpus granatum,https://drive.google.com/open?id=1JemWW_u0UulBx7Wi1_JrUcF5iLTFWVvM,21.00845249,6.4, ,https://drive.google.com/open?id=1vt_VCosgG5w-Vid74ehr901PaRy5TtzQ,https://drive.google.com/open?id=1s6k2NA-bp94jaIE5lE6KRhjzlbtb5QSO, , ,https://drive.google.com/open?id=1iK__-eI4BpbisdjXJHuKZL9ojw3rRb6F,"8.92364, 126.30633", ,4,uuid:9aa47d36-5adc-413a-b67f-438d4880d8ef,uuid:9aa47d36-5adc-413a-b67f-438d4880d8ef/tree_records[2]
25/01/23 15:21,Rhizophora sp.,https://drive.google.com/open?id=1lpGhoJ3WQ1N_hcgl_iSZ9hDEWTu_Bwde,124.4591655,8, ,https://drive.google.com/open?id=1dobGDmpd9cm_Js7gkpI2BGej-KvgmWj9,https://drive.google.com/open?id=1xgqMGJuvrWnz2oj9mPVgHdtqbb98NShJ, ,https://drive.google.com/open?id=117Ue2Kxf90y761x5kUB1usF79W698GSN,https://drive.google.com/open?id=15oy0l4X4pv9WXGl9DFwO7MUC8lkLdVCt,"8.92383, 126.307000", ,5.9,uuid:37d1de5c-7c7b-4498-b706-ace4b6037666,uuid:37d1de5c-7c7b-4498-b706-ace4b6037666/tree_records[2]
25/01/23 15:23,Lumnitzera sp.,https://drive.google.com/open?id=1sNGRPIFMi_Gs1QQg2j9SJDS9pNJTviot,17.82535363,5.6,Cutting,https://drive.google.com/open?id=1CieAdqFvkqwz4KIobsnrSonMr5RkbJMX,https://drive.google.com/open?id=1kPWUslGQrh67JzJNZ19GrJgFI9gb-HFa, , ,https://drive.google.com/open?id=1CGawlgK4-3Ld-31357OBRECJW3X5kSuh,"8.92363, 126.30636", ,6,uuid:9aa47d36-5adc-413a-b67f-438d4880d8ef,uuid:9aa47d36-5adc-413a-b67f-438d4880d8ef/tree_records[3]
25/01/23 15:26,Lumnitzera sp.,https://drive.google.com/open?id=1XwFL0I2oD0XrLgNqSO0O-5XbZKBU_4Om,35.01408748,8.4, ,https://drive.google.com/open?id=1yiYJ3sEXgk3rGCLUBbE7xM5wSYaVDO5V,https://drive.google.com/open?id=14pSM990JbyoQmg4kl_Ei2LRQCw4vbcNS, , ,https://drive.google.com/open?id=1aXwlcx--odmFU8oH6m99k7SB3Hq2EWd1,"8.92376, 126.30657", ,6.2,uuid:85909c3b-c3a0-49b7-8650-9abad0e95da9,uuid:85909c3b-c3a0-49b7-8650-9abad0e95da9/tree_records[2]
25/01/23 15:27,Xylocarpus granatum,https://drive.google.com/open?id=1tpOANYgBxOyp6NTrVMP5Vk4dI5DNyeAW,17.18873385,4.5, ,https://drive.google.com/open?id=1ZSO51DRi_OA5XZuz77l_N1E44PsIOq5u,https://drive.google.com/open?id=1iFNKC9y3kKC9ZtjqmU1uV-cTSwEJpjFV, ,https://drive.google.com/open?id=1xeNmC_8M7r1C0wpoUpQsnvzLEyhgBZg8,https://drive.google.com/open?id=1P0OuGnkh_RtLpMLL1orsot3nq1gdcG7X,"8.92389, 126.30702", ,6,uuid:12e78a73-49be-468f-a3f9-1bf17ce71987,uuid:12e78a73-49be-468f-a3f9-1bf17ce71987/tree_records[1]
25/01/23 15:28,Lumnitzera sp.,https://drive.google.com/open?id=1YibgADpt7ItOsK9dSO_A0gBWdkgfwPWz,20.6901426,5.6,Cutting,https://drive.google.com/open?id=1W1VZgDuis-BKmPjb1czEaRWNgAeJ_Dfh,https://drive.google.com/open?id=1tX2NYdi0KFSeAdHS7EPga10MNhs-VTSm, , ,https://drive.google.com/open?id=1HqU-0YnOZGU7OhjbASjSudwuoTEAj58o,"8.92362, 126.30632", ,5.5,uuid:9aa47d36-5adc-413a-b67f-438d4880d8ef,uuid:9aa47d36-5adc-413a-b67f-438d4880d8ef/tree_records[4]
25/01/23 15:30,Xylocarpus granatum,https://drive.google.com/open?id=1FOPJoPzi2RVtFbgQ8C9C4yThABmqljiz,21.00845249,5.5, ,https://drive.google.com/open?id=1opucCobF6maZnq6hF0mR4EFZGYp5q4vY,https://drive.google.com/open?id=1SfBepSMm6QwVtJeyRiahkJsz66EMAhF0, ,https://drive.google.com/open?id=1FOf8HNK0pjSgxabxBb0q4QU2x5THQ-cz,https://drive.google.com/open?id=11CpG8k2woC1BDmN-NYKT71h3KLpmvIvq,"8.92382, 126.3067", ,3.8,uuid:374b53f4-5352-43c5-ab45-00ddd1ce3292,uuid:374b53f4-5352-43c5-ab45-00ddd1ce3292/tree_records[2]
25/01/23 15:30,Xylocarpus granatum,https://drive.google.com/open?id=1DJs2iJ5Zpg7rExW5bx8kUl-2gXCTr1uQ,25.46479089,4.2, ,https://drive.google.com/open?id=1sneK7KvzTjOE6ylczHtzIXOwpuY62cCI,https://drive.google.com/open?id=17v5BWai_hrbtn5QM9AQLM4krAzVuZv8Q, ,https://drive.google.com/open?id=1Os6NbRHzhlQ-UFXqj3VfD9q2F2hufZL6,https://drive.google.com/open?id=1NmFSq0lpYskIVHUnWyGN5WbVZTPKP98G,"8.9237, 126.3064", ,4.2,uuid:9178adea-9747-49c9-9b63-6ae09dea2726,uuid:9178adea-9747-49c9-9b63-6ae09dea2726/tree_records[2]
